run_id,date,dataset,parameters,mean_val_dice,std_val_dice,hypothesis,notes,interpretation,mean_test_dice,std_test_dice,mean_test_loss,number_of_seeds_evaluated
2026_07_17_04_35_21_1750274,2026-07-17,Chuac,51031,0.2735,0.1149,Depth-wise separable layers (14-28-56-112) does not lose much in Dice.,Depth-wise separable layers (14-28-56-112),,0.2355,0.1571,1.3147,3
2026_07_17_04_36_42_1750275,2026-07-17,Covid19Radio,51031,0.9829,0.0006,Depth-wise separable layers (14-28-56-112) does not lose much in Dice.,Depth-wise separable layers (14-28-56-112),,0.9834,0.0006,0.0402,3
2026_07_17_04_37_13_1750276,2026-07-17,CovidQUEx,51031,0.7456,0.0057,Depth-wise separable layers (14-28-56-112) does not lose much in Dice.,Depth-wise separable layers (14-28-56-112),,0.7234,0.0024,0.4918,3
2026_07_17_04_38_12_1750277,2026-07-17,CystoFluid,51283,0.7944,0.0259,Depth-wise separable layers (14-28-56-112) does not lose much in Dice.,Depth-wise separable layers (14-28-56-112),,0.8006,0.0157,0.6079,3
2026_07_17_04_40_42_1750278,2026-07-17,Dca1,51031,0.7118,0.0039,Depth-wise separable layers (14-28-56-112) does not lose much in Dice.,Depth-wise separable layers (14-28-56-112),,0.7087,0.0037,0.792,3
2026_07_17_04_40_43_1750279,2026-07-17,Deepbacs,51031,0.8588,0.0078,Depth-wise separable layers (14-28-56-112) does not lose much in Dice.,Depth-wise separable layers (14-28-56-112),,0.8624,0.0072,0.6825,3
2026_07_17_04_40_42_1750280,2026-07-17,Drive,51283,0.3818,0.3024,Depth-wise separable layers (14-28-56-112) does not lose much in Dice.,Depth-wise separable layers (14-28-56-112),,0.3826,0.2918,1.264,3
2026_07_17_04_41_43_1750281,2026-07-17,DynamicNuclear,51031,0.9373,0.0007,Depth-wise separable layers (14-28-56-112) does not lose much in Dice.,Depth-wise separable layers (14-28-56-112),,0.9246,0.0018,0.2023,3
2026_07_17_04_43_14_1750284,2026-07-17,Idrib,51283,0.8618,0.0306,Depth-wise separable layers (14-28-56-112) does not lose much in Dice.,Depth-wise separable layers (14-28-56-112),,0.8995,0.0373,0.9809,3
2026_07_17_04_43_13_1750285,2026-07-17,Isic2016,51283,0.8995,0.0052,Depth-wise separable layers (14-28-56-112) does not lose much in Dice.,Depth-wise separable layers (14-28-56-112),,0.8827,0.0034,0.3828,3
2026_07_17_04_43_21_1750286,2026-07-17,Isic2018,51283,0.8723,0.0054,Depth-wise separable layers (14-28-56-112) does not lose much in Dice.,Depth-wise separable layers (14-28-56-112),,0.8569,0.0025,0.4532,3
2026_07_17_04_43_43_1750287,2026-07-17,Kvasir,51283,0.7158,0.0048,Depth-wise separable layers (14-28-56-112) does not lose much in Dice.,Depth-wise separable layers (14-28-56-112),,0.6292,0.0112,0.8804,3
2026_07_17_04_48_43_1750290,2026-07-17,MosMedPlus,51031,0.7686,0.0034,Depth-wise separable layers (14-28-56-112) does not lose much in Dice.,Depth-wise separable layers (14-28-56-112),,0.7709,0.0022,0.2893,3
2026_07_17_04_49_14_1750291,2026-07-17,Nuclei,51283,0.112,0.0585,Depth-wise separable layers (14-28-56-112) does not lose much in Dice.,Depth-wise separable layers (14-28-56-112),,0.0952,0.061,1.3441,3
2026_07_17_04_49_13_1750292,2026-07-17,Nuset,51031,0.9478,0.0008,Depth-wise separable layers (14-28-56-112) does not lose much in Dice.,Depth-wise separable layers (14-28-56-112),,0.9446,0.001,0.1216,3
2026_07_17_04_49_18_1750293,2026-07-17,Pandental,51031,0.9352,0.0019,Depth-wise separable layers (14-28-56-112) does not lose much in Dice.,Depth-wise separable layers (14-28-56-112),,0.9265,0.0009,0.2557,3
2026_07_17_04_50_44_1750294,2026-07-17,PolypGen,51283,0.544,0.0111,Depth-wise separable layers (14-28-56-112) does not lose much in Dice.,Depth-wise separable layers (14-28-56-112),,0.5366,0.0053,0.7648,3
2026_07_17_04_51_18_1750295,2026-07-17,Promise12,51031,0.8682,0.0031,Depth-wise separable layers (14-28-56-112) does not lose much in Dice.,Depth-wise separable layers (14-28-56-112),,0.86,0.0068,0.2692,3
2026_07_17_04_51_12_1750296,2026-07-17,RoboTool,51283,0.7903,0.0036,Depth-wise separable layers (14-28-56-112) does not lose much in Dice.,Depth-wise separable layers (14-28-56-112),,0.7926,0.0069,0.5172,3
2026_07_17_04_51_13_1750297,2026-07-17,TnbcNuclei,51283,0.7014,0.0168,Depth-wise separable layers (14-28-56-112) does not lose much in Dice.,Depth-wise separable layers (14-28-56-112),,0.6765,0.0139,0.8282,3
2026_07_17_04_51_43_1750298,2026-07-17,UltrasoundNerve,51031,0.7611,0.0065,Depth-wise separable layers (14-28-56-112) does not lose much in Dice.,Depth-wise separable layers (14-28-56-112),,0.7622,0.0046,0.4618,3
2026_07_17_04_52_13_1750299,2026-07-17,USforKidney,51031,0.9629,0.0018,Depth-wise separable layers (14-28-56-112) does not lose much in Dice.,Depth-wise separable layers (14-28-56-112),,0.9633,0.0017,0.0858,3
2026_07_17_04_53_13_1750300,2026-07-17,UwSkinCancer,51283,0.8519,0.0098,Depth-wise separable layers (14-28-56-112) does not lose much in Dice.,Depth-wise separable layers (14-28-56-112),,0.7819,0.0126,0.6819,3
2026_07_17_04_53_44_1750302,2026-07-17,Yeaz,51031,0.8784,0.011,Depth-wise separable layers (14-28-56-112) does not lose much in Dice.,Depth-wise separable layers (14-28-56-112),,0.9224,0.0021,0.3027,3
2026_07_17_04_30_14_1750265,2026-07-17,Chaos,51091,0.8005,0.0052,Depth-wise separable layers (14-28-56-112) does not lose much in Dice.,Depth-wise separable layers (14-28-56-112),,0.8005,0.0052,0.6463,3
2026_07_17_04_30_15_1750263,2026-07-17,Acdc,51076,0.8265,0.0007,Depth-wise separable layers (14-28-56-112) does not lose much in Dice.,Depth-wise separable layers (14-28-56-112),,0.8265,0.0007,0.2563,3
2026_07_17_04_30_14_1750266,2026-07-17,MmWhsMr,51136,0.5724,0.0244,Depth-wise separable layers (14-28-56-112) does not lose much in Dice.,Depth-wise separable layers (14-28-56-112),,0.5724,0.0244,0.8714,3
2026_07_17_04_30_15_1750264,2026-07-17,Btcv,51226,0.6841,0.0493,Depth-wise separable layers (14-28-56-112) does not lose much in Dice.,Depth-wise separable layers (14-28-56-112),,0.6841,0.0493,0.9578,3
2026_07_19_01_01_13_1753025,2026-07-19,EMSegmentation,46033,0.8401,0.0626,Depth-wise separable convolution with additive skip connection (14-28-56-112) cuts down parameters without significant loss in Dice.,Depth-wise separable convolution + Additive skip connection (14-28-56-112),,0.7192,0.0032,0.5163,3
2026_07_19_01_01_51_1753026,2026-07-19,FHPsAOP,46063,0.9666,0.0004,Depth-wise separable convolution with additive skip connection (14-28-56-112) cuts down parameters without significant loss in Dice.,Depth-wise separable convolution + Additive skip connection (14-28-56-112),,0.9659,0.0006,0.0793,3
2026_07_19_01_09_40_1753044,2026-07-19,Wbc,46315,0.9571,0.0036,Depth-wise separable convolution with additive skip connection (14-28-56-112) cuts down parameters without significant loss in Dice.,Depth-wise separable convolution + Additive skip connection (14-28-56-112),,0.9528,0.0018,0.1609,3
2026_07_19_00_56_01_1753010,2026-07-19,AbdomenUS,46153,0.5761,0.0038,Depth-wise separable convolution with additive skip connection (14-28-56-112) cuts down parameters without significant loss in Dice.,Depth-wise separable convolution + Additive skip connection (14-28-56-112),,0.5009,0.0157,1.4022,3
2026_07_19_00_56_27_1753012,2026-07-19,BkaiIgh,46315,0.6787,0.0453,Depth-wise separable convolution with additive skip connection (14-28-56-112) cuts down parameters without significant loss in Dice.,Depth-wise separable convolution + Additive skip connection (14-28-56-112),,0.6855,0.0434,0.7314,3
2026_07_19_01_04_53_1753031,2026-07-19,M2caiSeg,46555,0.2855,0.0075,Depth-wise separable convolution with additive skip connection (14-28-56-112) cuts down parameters without significant loss in Dice.,Depth-wise separable convolution + Additive skip connection (14-28-56-112),,0.2013,0.0024,1.9817,3
2026_07_19_01_05_01_1753032,2026-07-19,Monusac,46360,0.3779,0.0698,Depth-wise separable convolution with additive skip connection (14-28-56-112) cuts down parameters without significant loss in Dice.,Depth-wise separable convolution + Additive skip connection (14-28-56-112),,0.2661,0.0518,1.7562,3
2026_07_19_00_56_01_1753011,2026-07-19,Bbbc010,46033,0.8872,0.0081,Depth-wise separable convolution with additive skip connection (14-28-56-112) cuts down parameters without significant loss in Dice.,Depth-wise separable convolution + Additive skip connection (14-28-56-112),,0.8697,0.007,0.6937,3
2026_07_19_00_56_27_1753013,2026-07-19,BriFiSeg,46033,0.8167,0.0034,Depth-wise separable convolution with additive skip connection (14-28-56-112) cuts down parameters without significant loss in Dice.,Depth-wise separable convolution + Additive skip connection (14-28-56-112),,0.788,0.0058,0.4308,3
2026_07_19_00_57_15_1753014,2026-07-19,Busi,46033,0.6539,0.0124,Depth-wise separable convolution with additive skip connection (14-28-56-112) cuts down parameters without significant loss in Dice.,Depth-wise separable convolution + Additive skip connection (14-28-56-112),,0.6271,0.0123,0.8612,3
2026_07_19_00_57_54_1753015,2026-07-19,CellNuclei,46285,0.8763,0.0068,Depth-wise separable convolution with additive skip connection (14-28-56-112) cuts down parameters without significant loss in Dice.,Depth-wise separable convolution + Additive skip connection (14-28-56-112),,0.9044,0.002,0.2833,3
2026_07_19_00_58_45_1753016,2026-07-19,ChaseDB1,46285,0.4558,0.17,Depth-wise separable convolution with additive skip connection (14-28-56-112) cuts down parameters without significant loss in Dice.,Depth-wise separable convolution + Additive skip connection (14-28-56-112),,0.4596,0.1798,1.1263,3
2026_07_19_00_59_01_1753017,2026-07-19,Chuac,46033,0.2404,0.1311,Depth-wise separable convolution with additive skip connection (14-28-56-112) cuts down parameters without significant loss in Dice.,Depth-wise separable convolution + Additive skip connection (14-28-56-112),,0.1636,0.0894,1.5716,3
2026_07_19_00_59_35_1753018,2026-07-19,Covid19Radio,46033,0.9819,0.0005,Depth-wise separable convolution with additive skip connection (14-28-56-112) cuts down parameters without significant loss in Dice.,Depth-wise separable convolution + Additive skip connection (14-28-56-112),,0.9825,0.0006,0.0427,3
2026_07_19_00_59_38_1753019,2026-07-19,CovidQUEx,46033,0.7418,0.0031,Depth-wise separable convolution with additive skip connection (14-28-56-112) cuts down parameters without significant loss in Dice.,Depth-wise separable convolution + Additive skip connection (14-28-56-112),,0.7254,0.0046,0.4859,3
2026_07_19_01_00_01_1753020,2026-07-19,CystoFluid,46285,0.7477,0.0117,Depth-wise separable convolution with additive skip connection (14-28-56-112) cuts down parameters without significant loss in Dice.,Depth-wise separable convolution + Additive skip connection (14-28-56-112),,0.7505,0.0101,0.9142,3
2026_07_19_01_00_16_1753021,2026-07-19,Dca1,46033,0.7005,0.012,Depth-wise separable convolution with additive skip connection (14-28-56-112) cuts down parameters without significant loss in Dice.,Depth-wise separable convolution + Additive skip connection (14-28-56-112),,0.6966,0.008,0.8257,3
2026_07_19_01_00_16_1753022,2026-07-19,Deepbacs,46033,0.8083,0.0437,Depth-wise separable convolution with additive skip connection (14-28-56-112) cuts down parameters without significant loss in Dice.,Depth-wise separable convolution + Additive skip connection (14-28-56-112),,0.817,0.0389,0.7531,3
2026_07_19_01_00_38_1753023,2026-07-19,Drive,46285,0.7245,0.0249,Depth-wise separable convolution with additive skip connection (14-28-56-112) cuts down parameters without significant loss in Dice.,Depth-wise separable convolution + Additive skip connection (14-28-56-112),,0.7096,0.0245,0.7718,3
2026_07_19_01_01_08_1753024,2026-07-19,DynamicNuclear,46033,0.9374,0.0021,Depth-wise separable convolution with additive skip connection (14-28-56-112) cuts down parameters without significant loss in Dice.,Depth-wise separable convolution + Additive skip connection (14-28-56-112),,0.9256,0.0009,0.1905,3
2026_07_19_01_02_19_1753027,2026-07-19,Idrib,46285,0.8655,0.0061,Depth-wise separable convolution with additive skip connection (14-28-56-112) cuts down parameters without significant loss in Dice.,Depth-wise separable convolution + Additive skip connection (14-28-56-112),,0.9102,0.0099,0.8504,3
2026_07_19_01_03_13_1753028,2026-07-19,Isic2016,46285,0.9003,0.0014,Depth-wise separable convolution with additive skip connection (14-28-56-112) cuts down parameters without significant loss in Dice.,Depth-wise separable convolution + Additive skip connection (14-28-56-112),,0.8839,0.0056,0.3617,3
2026_07_19_01_03_24_1753029,2026-07-19,Isic2018,46285,0.8693,0.0047,Depth-wise separable convolution with additive skip connection (14-28-56-112) cuts down parameters without significant loss in Dice.,Depth-wise separable convolution + Additive skip connection (14-28-56-112),,0.8502,0.0026,0.4592,3
2026_07_19_01_04_27_1753030,2026-07-19,Kvasir,46285,0.7182,0.0399,Depth-wise separable convolution with additive skip connection (14-28-56-112) cuts down parameters without significant loss in Dice.,Depth-wise separable convolution + Additive skip connection (14-28-56-112),,0.643,0.0062,0.8748,3
2026_07_19_01_05_08_1753033,2026-07-19,MosMedPlus,46033,0.7438,0.0039,Depth-wise separable convolution with additive skip connection (14-28-56-112) cuts down parameters without significant loss in Dice.,Depth-wise separable convolution + Additive skip connection (14-28-56-112),,0.7535,0.0042,0.3487,3
2026_07_19_01_05_17_1753034,2026-07-19,Nuclei,46285,0.122,0.0287,Depth-wise separable convolution with additive skip connection (14-28-56-112) cuts down parameters without significant loss in Dice.,Depth-wise separable convolution + Additive skip connection (14-28-56-112),,0.1066,0.0226,1.3927,3
2026_07_19_01_05_38_1753035,2026-07-19,Nuset,46033,0.9465,0.0004,Depth-wise separable convolution with additive skip connection (14-28-56-112) cuts down parameters without significant loss in Dice.,Depth-wise separable convolution + Additive skip connection (14-28-56-112),,0.9432,0.0003,0.1292,3
2026_07_19_01_06_02_1753036,2026-07-19,Pandental,46033,0.9329,0.0004,Depth-wise separable convolution with additive skip connection (14-28-56-112) cuts down parameters without significant loss in Dice.,Depth-wise separable convolution + Additive skip connection (14-28-56-112),,0.9234,0.0025,0.274,3
2026_07_19_01_06_37_1753037,2026-07-19,PolypGen,46285,0.5242,0.0185,Depth-wise separable convolution with additive skip connection (14-28-56-112) cuts down parameters without significant loss in Dice.,Depth-wise separable convolution + Additive skip connection (14-28-56-112),,0.5205,0.0175,0.7924,3
2026_07_19_01_06_43_1753038,2026-07-19,Promise12,46033,0.8579,0.0075,Depth-wise separable convolution with additive skip connection (14-28-56-112) cuts down parameters without significant loss in Dice.,Depth-wise separable convolution + Additive skip connection (14-28-56-112),,0.8516,0.0094,0.3054,3
2026_07_19_01_07_21_1753039,2026-07-19,RoboTool,46285,0.7817,0.0078,Depth-wise separable convolution with additive skip connection (14-28-56-112) cuts down parameters without significant loss in Dice.,Depth-wise separable convolution + Additive skip connection (14-28-56-112),,0.7891,0.0097,0.5116,3
2026_07_19_01_08_29_1753040,2026-07-19,TnbcNuclei,46285,0.6959,0.0074,Depth-wise separable convolution with additive skip connection (14-28-56-112) cuts down parameters without significant loss in Dice.,Depth-wise separable convolution + Additive skip connection (14-28-56-112),,0.677,0.0126,0.7939,3
2026_07_19_01_08_35_1753041,2026-07-19,UltrasoundNerve,46033,0.7606,0.0059,Depth-wise separable convolution with additive skip connection (14-28-56-112) cuts down parameters without significant loss in Dice.,Depth-wise separable convolution + Additive skip connection (14-28-56-112),,0.7665,0.0053,0.4297,3
2026_07_19_01_08_45_1753042,2026-07-19,USforKidney,46033,0.9637,0.0009,Depth-wise separable convolution with additive skip connection (14-28-56-112) cuts down parameters without significant loss in Dice.,Depth-wise separable convolution + Additive skip connection (14-28-56-112),,0.9638,0.0003,0.0863,3
2026_07_19_01_09_31_1753043,2026-07-19,UwSkinCancer,46285,0.8527,0.0085,Depth-wise separable convolution with additive skip connection (14-28-56-112) cuts down parameters without significant loss in Dice.,Depth-wise separable convolution + Additive skip connection (14-28-56-112),,0.7706,0.0146,0.6492,3
2026_07_19_01_09_49_1753045,2026-07-19,Yeaz,46033,0.8802,0.0248,Depth-wise separable convolution with additive skip connection (14-28-56-112) cuts down parameters without significant loss in Dice.,Depth-wise separable convolution + Additive skip connection (14-28-56-112),,0.9084,0.0266,0.3674,3
2026_07_19_00_55_36_1753008,2026-07-19,Chaos,46093,0.8044,0.0115,Depth-wise separable convolution with additive skip connection (14-28-56-112) cuts down parameters without significant loss in Dice.,Depth-wise separable convolution + Additive skip connection (14-28-56-112),,0.8044,0.0115,0.593,3
2026_07_19_00_55_00_1753006,2026-07-19,Acdc,46078,0.827,0.0041,Depth-wise separable convolution with additive skip connection (14-28-56-112) cuts down parameters without significant loss in Dice.,Depth-wise separable convolution + Additive skip connection (14-28-56-112),,0.827,0.0041,0.243,3
2026_07_19_00_55_36_1753009,2026-07-19,MmWhsMr,46138,0.5512,0.0025,Depth-wise separable convolution with additive skip connection (14-28-56-112) cuts down parameters without significant loss in Dice.,Depth-wise separable convolution + Additive skip connection (14-28-56-112),,0.5512,0.0025,0.8935,3
2026_07_19_00_55_36_1753007,2026-07-19,Btcv,46228,0.6835,0.0309,Depth-wise separable convolution with additive skip connection (14-28-56-112) cuts down parameters without significant loss in Dice.,Depth-wise separable convolution + Additive skip connection (14-28-56-112),,0.6835,0.0309,0.9496,3
2026_07_17_04_16_08_1750242,2026-07-17,EMSegmentation,38173,0.8479,0.0534,Depth-wise separable layers (12-24-48-96) does not lose much in Dice.,Depth-wise separable layers (12-24-48-96),,0.7267,0.0133,0.498,3
2026_07_17_04_18_13_1750243,2026-07-17,FHPsAOP,38199,0.9651,0.0002,Depth-wise separable layers (12-24-48-96) does not lose much in Dice.,Depth-wise separable layers (12-24-48-96),,0.9643,0.0001,0.0843,3
2026_07_17_04_27_41_1750261,2026-07-17,Wbc,38415,0.954,0.0035,Depth-wise separable layers (12-24-48-96) does not lose much in Dice.,Depth-wise separable layers (12-24-48-96),,0.953,0.0017,0.2051,3
2026_07_17_04_09_10_1750227,2026-07-17,AbdomenUS,38277,0.5886,0.0675,Depth-wise separable layers (12-24-48-96) does not lose much in Dice.,Depth-wise separable layers (12-24-48-96),,0.5225,0.0516,1.5361,3
2026_07_17_04_10_41_1750229,2026-07-17,BkaiIgh,38415,0.5753,0.0928,Depth-wise separable layers (12-24-48-96) does not lose much in Dice.,Depth-wise separable layers (12-24-48-96),,0.6202,0.0964,0.7555,3
2026_07_17_04_19_22_1750248,2026-07-17,M2caiSeg,38623,0.2793,0.0026,Depth-wise separable layers (12-24-48-96) does not lose much in Dice.,Depth-wise separable layers (12-24-48-96),,0.2009,0.0044,2.0123,3
2026_07_17_04_19_39_1750249,2026-07-17,Monusac,38454,0.3514,0.1034,Depth-wise separable layers (12-24-48-96) does not lose much in Dice.,Depth-wise separable layers (12-24-48-96),,0.2584,0.0446,1.7864,3
2026_07_17_04_10_10_1750228,2026-07-17,Bbbc010,38173,0.8966,0.0068,Depth-wise separable layers (12-24-48-96) does not lose much in Dice.,Depth-wise separable layers (12-24-48-96),,0.8761,0.0118,0.6163,3
2026_07_17_04_11_41_1750230,2026-07-17,BriFiSeg,38173,0.8169,0.0033,Depth-wise separable layers (12-24-48-96) does not lose much in Dice.,Depth-wise separable layers (12-24-48-96),,0.7907,0.0027,0.4208,3
2026_07_17_04_11_40_1750231,2026-07-17,Busi,38173,0.6574,0.0059,Depth-wise separable layers (12-24-48-96) does not lose much in Dice.,Depth-wise separable layers (12-24-48-96),,0.6271,0.0138,0.7834,3
2026_07_17_04_12_11_1750232,2026-07-17,CellNuclei,38389,0.8759,0.0059,Depth-wise separable layers (12-24-48-96) does not lose much in Dice.,Depth-wise separable layers (12-24-48-96),,0.9085,0.0017,0.3063,3
2026_07_17_04_13_11_1750233,2026-07-17,ChaseDB1,38389,0.3587,0.2105,Depth-wise separable layers (12-24-48-96) does not lose much in Dice.,Depth-wise separable layers (12-24-48-96),,0.3958,0.2309,1.2275,3
2026_07_17_04_14_12_1750234,2026-07-17,Chuac,38173,0.2863,0.045,Depth-wise separable layers (12-24-48-96) does not lose much in Dice.,Depth-wise separable layers (12-24-48-96),,0.262,0.0693,1.2667,3
2026_07_17_04_15_07_1750235,2026-07-17,Covid19Radio,38173,0.9826,0.0002,Depth-wise separable layers (12-24-48-96) does not lose much in Dice.,Depth-wise separable layers (12-24-48-96),,0.9829,0.0002,0.0416,3
2026_07_17_04_15_08_1750236,2026-07-17,CovidQUEx,38173,0.7385,0.0112,Depth-wise separable layers (12-24-48-96) does not lose much in Dice.,Depth-wise separable layers (12-24-48-96),,0.7164,0.0153,0.5019,3
2026_07_17_04_15_08_1750237,2026-07-17,CystoFluid,38389,0.7772,0.036,Depth-wise separable layers (12-24-48-96) does not lose much in Dice.,Depth-wise separable layers (12-24-48-96),,0.7727,0.0376,0.9132,3
2026_07_17_04_15_08_1750238,2026-07-17,Dca1,38173,0.7038,0.0157,Depth-wise separable layers (12-24-48-96) does not lose much in Dice.,Depth-wise separable layers (12-24-48-96),,0.7072,0.0099,0.7727,3
2026_07_17_04_15_23_1750239,2026-07-17,Deepbacs,38173,0.7989,0.0066,Depth-wise separable layers (12-24-48-96) does not lose much in Dice.,Depth-wise separable layers (12-24-48-96),,0.819,0.0053,0.7639,3
2026_07_17_04_15_22_1750240,2026-07-17,Drive,38389,0.7264,0.0246,Depth-wise separable layers (12-24-48-96) does not lose much in Dice.,Depth-wise separable layers (12-24-48-96),,0.7167,0.0275,0.8071,3
2026_07_17_04_16_08_1750241,2026-07-17,DynamicNuclear,38173,0.9378,0.0026,Depth-wise separable layers (12-24-48-96) does not lose much in Dice.,Depth-wise separable layers (12-24-48-96),,0.9236,0.0053,0.1673,3
