run_id,date,dataset,parameters,mean_val_dice,std_val_dice,hypothesis,notes,interpretation,architecture_activation,architecture_bottleneck_channels,architecture_dropout_probability,architecture_encoder_channels,architecture_group_norm_num_groups,architecture_input_channels,architecture_kernel_size,architecture_normalization,architecture_skip_connection_mode,architecture_upsampling_mode,architecture_use_attention_gates,architecture_use_depthwise_separable_convolutions,architecture_use_residual_connections,architecture_use_single_convolution_per_block,training_batch_size,training_cyclic_learning_rate_half_cycle_epochs,training_cyclic_learning_rate_maximum,training_cyclic_learning_rate_minimum,training_data_root,training_early_stopping_minimum_improvement_delta,training_early_stopping_patience,training_epochs,training_image_size,training_learning_rate,training_max_samples,training_seed,training_use_color_input,training_use_cyclic_learning_rate,training_weight_decay
2026_06_27_23_28_08,2026-06-27,FHPsAOP,96515,0.9655,0.0016,No hypothesis -  Baseline.,"baseline, [8,16,32]/52, standard conv, ~96.5K params",,h_swish,52,0.0,"[8, 16, 32]",8,1,3,batch_norm,concat,nearest_neighbor,False,False,False,False,64,2,0.001,1e-06,data/FHPsAOP,0.001,10,100,256,0.001,,44,False,False,0.0001
2026_06_27_23_30_16,2026-06-27,USforKidney,96497,0.9574,0.0012,No hypothesis -  Baseline.,"baseline, [8,16,32]/52, standard conv, ~96.5K params",,h_swish,52,0.0,"[8, 16, 32]",8,1,3,batch_norm,concat,nearest_neighbor,False,False,False,False,64,2,0.001,1e-06,data/USforKidney,0.001,10,100,256,0.001,,44,False,False,0.0001
2026_06_28_00_49_41,2026-06-28,Chaos,96533,0.8614,0.0127,No hypothesis -  Baseline.,"baseline, [8,16,32]/52, standard conv, ~96.5K params",,h_swish,52,0.0,"[8, 16, 32]",8,1,3,batch_norm,concat,nearest_neighbor,False,False,False,False,64,2,0.001,1e-06,data/Chaos,0.001,10,100,256,0.001,,44,False,False,0.0001
2026_06_28_00_48_18,2026-06-28,Acdc,96524,0.8614,0.0038,No hypothesis -  Baseline.,"baseline, [8,16,32]/52, standard conv, ~96.5K params",,h_swish,52,0.0,"[8, 16, 32]",8,1,3,batch_norm,concat,nearest_neighbor,False,False,False,False,64,2,0.001,1e-06,data/Acdc,0.001,10,100,256,0.001,,44,False,False,0.0001
2026_06_28_01_15_14,2026-06-28,CellNuclei,84545,0.8151,0.0384,Using addition instead of concatenation in skip connections reduces parameters without losing much in dice.,baseline vs skip connection add,,h_swish,52,0.0,"[8, 16, 32]",8,3,3,batch_norm,add,nearest_neighbor,False,False,False,False,64,2,0.001,1e-06,data/CellNuclei,0.001,10,100,256,0.001,,44,True,False,0.0001
2026_06_28_01_17_51,2026-06-28,Isic2016,84545,0.8727,0.0032,Using addition instead of concatenation in skip connections reduces parameters without losing much in dice.,baseline vs skip connection add,,h_swish,52,0.0,"[8, 16, 32]",8,3,3,batch_norm,add,nearest_neighbor,False,False,False,False,64,2,0.001,1e-06,data/Isic2016,0.001,10,100,256,0.001,,44,True,False,0.0001
2026_06_28_01_20_29,2026-06-28,Wbc,84563,0.9418,0.0043,Using addition instead of concatenation in skip connections reduces parameters without losing much in dice.,baseline vs skip connection add,,h_swish,52,0.0,"[8, 16, 32]",8,3,3,batch_norm,add,nearest_neighbor,False,False,False,False,64,2,0.001,1e-06,data/Wbc,0.001,10,100,256,0.001,,44,True,False,0.0001
2026_06_28_01_16_29,2026-06-28,EMSegmentation,84401,0.9057,0.0092,Using addition instead of concatenation in skip connections reduces parameters without losing much in dice.,baseline vs skip connection add,,h_swish,52,0.0,"[8, 16, 32]",8,1,3,batch_norm,add,nearest_neighbor,False,False,False,False,64,2,0.001,1e-06,data/EMSegmentation,0.001,10,100,256,0.001,,44,False,False,0.0001
2026_06_28_01_19_07,2026-06-28,Nuset,84401,0.946,0.001,Using addition instead of concatenation in skip connections reduces parameters without losing much in dice.,baseline vs skip connection add,,h_swish,52,0.0,"[8, 16, 32]",8,1,3,batch_norm,add,nearest_neighbor,False,False,False,False,64,2,0.001,1e-06,data/Nuset,0.001,10,100,256,0.001,,44,False,False,0.0001
2026_06_28_01_17_12,2026-06-28,FHPsAOP,84419,0.966,0.001,Using addition instead of concatenation in skip connections reduces parameters without losing much in dice.,baseline vs skip connection add,,h_swish,52,0.0,"[8, 16, 32]",8,1,3,batch_norm,add,nearest_neighbor,False,False,False,False,64,2,0.001,1e-06,data/FHPsAOP,0.001,10,100,256,0.001,,44,False,False,0.0001
2026_06_28_00_51_47,2026-06-28,MmWhsMr,96560,0.6533,0.0232,No hypothesis -  Baseline.,"baseline, [8,16,32]/52, standard conv, ~96.5K params",,h_swish,52,0.0,"[8, 16, 32]",8,1,3,batch_norm,concat,nearest_neighbor,False,False,False,False,64,2,0.001,1e-06,data/MmWhsMr,0.001,10,100,256,0.001,,44,False,False,0.0001
2026_06_28_01_19_43,2026-06-28,USforKidney,84401,0.9521,0.0023,Using addition instead of concatenation in skip connections reduces parameters without losing much in dice.,baseline vs skip connection add,,h_swish,52,0.0,"[8, 16, 32]",8,1,3,batch_norm,add,nearest_neighbor,False,False,False,False,64,2,0.001,1e-06,data/USforKidney,0.001,10,100,256,0.001,,44,False,False,0.0001
2026_06_28_01_40_36,2026-06-28,Chaos,84437,0.7564,0.1659,Using addition instead of concatenation in skip connections reduces parameters without losing much in dice.,baseline vs skip connection add,,h_swish,52,0.0,"[8, 16, 32]",8,1,3,batch_norm,add,nearest_neighbor,False,False,False,False,64,2,0.001,1e-06,data/Chaos,0.001,10,100,256,0.001,,44,False,False,0.0001
2026_06_28_01_38_47,2026-06-28,Acdc,84428,0.8576,0.0024,Using addition instead of concatenation in skip connections reduces parameters without losing much in dice.,baseline vs skip connection add,,h_swish,52,0.0,"[8, 16, 32]",8,1,3,batch_norm,add,nearest_neighbor,False,False,False,False,64,2,0.001,1e-06,data/Acdc,0.001,10,100,256,0.001,,44,False,False,0.0001
2026_06_28_01_57_10,2026-06-28,MmWhsMr,96560,0.6636,0.0203,No hypothesis -  Baseline.,"baseline, [8,16,32]/52, standard conv, ~96.5K params",,h_swish,52,0.0,"[8, 16, 32]",8,1,3,batch_norm,concat,nearest_neighbor,False,False,False,False,64,2,0.001,1e-06,data/MmWhsMr,0.001,10,100,256,0.001,,44,False,False,0.0001
2026_06_28_13_04_19,2026-06-28,MmWhsMr,84464,0.6645,0.0143,Using addition instead of concatenation in skip connections reduces parameters without losing much in dice.,baseline vs skip connection add,,h_swish,52,0.0,"[8, 16, 32]",8,1,3,batch_norm,add,nearest_neighbor,False,False,False,False,64,2,0.001,1e-06,data/MmWhsMr,0.001,10,100,256,0.001,,44,False,False,0.0001
2026_06_28_14_47_57,2026-06-28,CellNuclei,96641,0.8154,0.0382,No hypothesis -  Reproduce check run 1.,"baseline, [8,16,32]/52, standard conv, ~96.5K params",,h_swish,52,0.0,"[8, 16, 32]",8,3,3,batch_norm,concat,nearest_neighbor,False,False,False,False,64,2,0.001,1e-06,data/CellNuclei,0.001,10,100,256,0.001,,44,True,False,0.0001
2026_06_28_14_50_36,2026-06-28,Isic2016,96641,0.8696,0.0016,No hypothesis -  Reproduce check run 1.,"baseline, [8,16,32]/52, standard conv, ~96.5K params",,h_swish,52,0.0,"[8, 16, 32]",8,3,3,batch_norm,concat,nearest_neighbor,False,False,False,False,64,2,0.001,1e-06,data/Isic2016,0.001,10,100,256,0.001,,44,True,False,0.0001
2026_06_28_14_53_08,2026-06-28,Wbc,96659,0.9465,0.0035,No hypothesis -  Reproduce check run 1.,"baseline, [8,16,32]/52, standard conv, ~96.5K params",,h_swish,52,0.0,"[8, 16, 32]",8,3,3,batch_norm,concat,nearest_neighbor,False,False,False,False,64,2,0.001,1e-06,data/Wbc,0.001,10,100,256,0.001,,44,True,False,0.0001
2026_06_28_14_49_16,2026-06-28,EMSegmentation,96497,0.903,0.0198,No hypothesis -  Reproduce check run 1.,"baseline, [8,16,32]/52, standard conv, ~96.5K params",,h_swish,52,0.0,"[8, 16, 32]",8,1,3,batch_norm,concat,nearest_neighbor,False,False,False,False,64,2,0.001,1e-06,data/EMSegmentation,0.001,10,100,256,0.001,,44,False,False,0.0001
2026_06_28_14_51_52,2026-06-28,Nuset,96497,0.9446,0.0016,No hypothesis -  Reproduce check run 1.,"baseline, [8,16,32]/52, standard conv, ~96.5K params",,h_swish,52,0.0,"[8, 16, 32]",8,1,3,batch_norm,concat,nearest_neighbor,False,False,False,False,64,2,0.001,1e-06,data/Nuset,0.001,10,100,256,0.001,,44,False,False,0.0001
2026_06_28_14_50_05,2026-06-28,FHPsAOP,96515,0.9645,0.0028,No hypothesis -  Reproduce check run 1.,"baseline, [8,16,32]/52, standard conv, ~96.5K params",,h_swish,52,0.0,"[8, 16, 32]",8,1,3,batch_norm,concat,nearest_neighbor,False,False,False,False,64,2,0.001,1e-06,data/FHPsAOP,0.001,10,100,256,0.001,,44,False,False,0.0001
2026_06_28_14_52_30,2026-06-28,USforKidney,96497,0.9571,0.0009,No hypothesis -  Reproduce check run 1.,"baseline, [8,16,32]/52, standard conv, ~96.5K params",,h_swish,52,0.0,"[8, 16, 32]",8,1,3,batch_norm,concat,nearest_neighbor,False,False,False,False,64,2,0.001,1e-06,data/USforKidney,0.001,10,100,256,0.001,,44,False,False,0.0001
2026_06_28_14_48_34,2026-06-28,Chaos,96533,0.8647,0.0071,No hypothesis -  Reproduce check run 1.,"baseline, [8,16,32]/52, standard conv, ~96.5K params",,h_swish,52,0.0,"[8, 16, 32]",8,1,3,batch_norm,concat,nearest_neighbor,False,False,False,False,64,2,0.001,1e-06,data/Chaos,0.001,10,100,256,0.001,,44,False,False,0.0001
2026_06_28_14_47_49,2026-06-28,Acdc,96524,0.8632,0.0017,No hypothesis -  Reproduce check run 1.,"baseline, [8,16,32]/52, standard conv, ~96.5K params",,h_swish,52,0.0,"[8, 16, 32]",8,1,3,batch_norm,concat,nearest_neighbor,False,False,False,False,64,2,0.001,1e-06,data/Acdc,0.001,10,100,256,0.001,,44,False,False,0.0001
2026_06_28_14_51_14,2026-06-28,MmWhsMr,96560,0.6248,0.0668,No hypothesis -  Reproduce check run 1.,"baseline, [8,16,32]/52, standard conv, ~96.5K params",,h_swish,52,0.0,"[8, 16, 32]",8,1,3,batch_norm,concat,nearest_neighbor,False,False,False,False,64,2,0.001,1e-06,data/MmWhsMr,0.001,10,100,256,0.001,,44,False,False,0.0001
2026_06_28_15_33_16,2026-06-28,CellNuclei,96641,0.8154,0.0382,No hypothesis -  Reproduce check run 2.,"baseline, [8,16,32]/52, standard conv, ~96.5K params",,h_swish,52,0.0,"[8, 16, 32]",8,3,3,batch_norm,concat,nearest_neighbor,False,False,False,False,64,2,0.001,1e-06,data/CellNuclei,0.001,10,100,256,0.001,,44,True,False,0.0001
2026_06_28_15_35_49,2026-06-28,Isic2016,96641,0.8696,0.0016,No hypothesis -  Reproduce check run 2.,"baseline, [8,16,32]/52, standard conv, ~96.5K params",,h_swish,52,0.0,"[8, 16, 32]",8,3,3,batch_norm,concat,nearest_neighbor,False,False,False,False,64,2,0.001,1e-06,data/Isic2016,0.001,10,100,256,0.001,,44,True,False,0.0001
2026_06_28_15_38_11,2026-06-28,Wbc,96659,0.9465,0.0035,No hypothesis -  Reproduce check run 2.,"baseline, [8,16,32]/52, standard conv, ~96.5K params",,h_swish,52,0.0,"[8, 16, 32]",8,3,3,batch_norm,concat,nearest_neighbor,False,False,False,False,64,2,0.001,1e-06,data/Wbc,0.001,10,100,256,0.001,,44,True,False,0.0001
2026_06_28_15_34_38,2026-06-28,EMSegmentation,96497,0.903,0.0198,No hypothesis -  Reproduce check run 2.,"baseline, [8,16,32]/52, standard conv, ~96.5K params",,h_swish,52,0.0,"[8, 16, 32]",8,1,3,batch_norm,concat,nearest_neighbor,False,False,False,False,64,2,0.001,1e-06,data/EMSegmentation,0.001,10,100,256,0.001,,44,False,False,0.0001
2026_06_28_15_37_00,2026-06-28,Nuset,96497,0.9446,0.0016,No hypothesis -  Reproduce check run 2.,"baseline, [8,16,32]/52, standard conv, ~96.5K params",,h_swish,52,0.0,"[8, 16, 32]",8,1,3,batch_norm,concat,nearest_neighbor,False,False,False,False,64,2,0.001,1e-06,data/Nuset,0.001,10,100,256,0.001,,44,False,False,0.0001
2026_06_28_15_35_13,2026-06-28,FHPsAOP,96515,0.9645,0.0028,No hypothesis -  Reproduce check run 2.,"baseline, [8,16,32]/52, standard conv, ~96.5K params",,h_swish,52,0.0,"[8, 16, 32]",8,1,3,batch_norm,concat,nearest_neighbor,False,False,False,False,64,2,0.001,1e-06,data/FHPsAOP,0.001,10,100,256,0.001,,44,False,False,0.0001
2026_06_28_15_33_54,2026-06-28,Chaos,96533,0.8647,0.0071,No hypothesis -  Reproduce check run 2.,"baseline, [8,16,32]/52, standard conv, ~96.5K params",,h_swish,52,0.0,"[8, 16, 32]",8,1,3,batch_norm,concat,nearest_neighbor,False,False,False,False,64,2,0.001,1e-06,data/Chaos,0.001,10,100,256,0.001,,44,False,False,0.0001
2026_06_28_15_37_36,2026-06-28,USforKidney,96497,0.9571,0.0009,No hypothesis -  Reproduce check run 2.,"baseline, [8,16,32]/52, standard conv, ~96.5K params",,h_swish,52,0.0,"[8, 16, 32]",8,1,3,batch_norm,concat,nearest_neighbor,False,False,False,False,64,2,0.001,1e-06,data/USforKidney,0.001,10,100,256,0.001,,44,False,False,0.0001
2026_06_28_15_33_08,2026-06-28,Acdc,96524,0.8632,0.0017,No hypothesis -  Reproduce check run 2.,"baseline, [8,16,32]/52, standard conv, ~96.5K params",,h_swish,52,0.0,"[8, 16, 32]",8,1,3,batch_norm,concat,nearest_neighbor,False,False,False,False,64,2,0.001,1e-06,data/Acdc,0.001,10,100,256,0.001,,44,False,False,0.0001
2026_06_28_15_36_24,2026-06-28,MmWhsMr,96560,0.6248,0.0668,No hypothesis -  Reproduce check run 2.,"baseline, [8,16,32]/52, standard conv, ~96.5K params",,h_swish,52,0.0,"[8, 16, 32]",8,1,3,batch_norm,concat,nearest_neighbor,False,False,False,False,64,2,0.001,1e-06,data/MmWhsMr,0.001,10,100,256,0.001,,44,False,False,0.0001
2026_06_28_17_56_29,2026-06-28,CellNuclei,84545,0.8102,0.0372,Using addition instead of concatenation in skip connections reduces parameters without losing much in dice.,baseline vs skip connection add,,h_swish,52,0.0,"[8, 16, 32]",8,3,3,batch_norm,add,nearest_neighbor,False,False,False,False,64,2,0.001,1e-06,data/CellNuclei,0.001,10,100,256,0.001,,44,True,False,0.0001
2026_06_28_17_59_11,2026-06-28,Isic2016,84545,0.8694,0.0108,Using addition instead of concatenation in skip connections reduces parameters without losing much in dice.,baseline vs skip connection add,,h_swish,52,0.0,"[8, 16, 32]",8,3,3,batch_norm,add,nearest_neighbor,False,False,False,False,64,2,0.001,1e-06,data/Isic2016,0.001,10,100,256,0.001,,44,True,False,0.0001
2026_06_28_18_01_57,2026-06-28,Wbc,84563,0.9479,0.0036,Using addition instead of concatenation in skip connections reduces parameters without losing much in dice.,baseline vs skip connection add,,h_swish,52,0.0,"[8, 16, 32]",8,3,3,batch_norm,add,nearest_neighbor,False,False,False,False,64,2,0.001,1e-06,data/Wbc,0.001,10,100,256,0.001,,44,True,False,0.0001
2026_06_28_17_57_52,2026-06-28,EMSegmentation,84401,0.9083,0.006,Using addition instead of concatenation in skip connections reduces parameters without losing much in dice.,baseline vs skip connection add,,h_swish,52,0.0,"[8, 16, 32]",8,1,3,batch_norm,add,nearest_neighbor,False,False,False,False,64,2,0.001,1e-06,data/EMSegmentation,0.001,10,100,256,0.001,,44,False,False,0.0001
2026_06_28_18_00_33,2026-06-28,Nuset,84401,0.9456,0.0014,Using addition instead of concatenation in skip connections reduces parameters without losing much in dice.,baseline vs skip connection add,,h_swish,52,0.0,"[8, 16, 32]",8,1,3,batch_norm,add,nearest_neighbor,False,False,False,False,64,2,0.001,1e-06,data/Nuset,0.001,10,100,256,0.001,,44,False,False,0.0001
2026_06_28_17_57_10,2026-06-28,Chaos,84437,0.7583,0.1687,Using addition instead of concatenation in skip connections reduces parameters without losing much in dice.,baseline vs skip connection add,,h_swish,52,0.0,"[8, 16, 32]",8,1,3,batch_norm,add,nearest_neighbor,False,False,False,False,64,2,0.001,1e-06,data/Chaos,0.001,10,100,256,0.001,,44,False,False,0.0001
2026_06_28_17_58_31,2026-06-28,FHPsAOP,84419,0.9661,0.0012,Using addition instead of concatenation in skip connections reduces parameters without losing much in dice.,baseline vs skip connection add,,h_swish,52,0.0,"[8, 16, 32]",8,1,3,batch_norm,add,nearest_neighbor,False,False,False,False,64,2,0.001,1e-06,data/FHPsAOP,0.001,10,100,256,0.001,,44,False,False,0.0001
2026_06_28_18_01_22,2026-06-28,USforKidney,84401,0.9517,0.0031,Using addition instead of concatenation in skip connections reduces parameters without losing much in dice.,baseline vs skip connection add,,h_swish,52,0.0,"[8, 16, 32]",8,1,3,batch_norm,add,nearest_neighbor,False,False,False,False,64,2,0.001,1e-06,data/USforKidney,0.001,10,100,256,0.001,,44,False,False,0.0001
2026_06_28_17_56_07,2026-06-28,Acdc,84428,0.8561,0.0038,Using addition instead of concatenation in skip connections reduces parameters without losing much in dice.,baseline vs skip connection add,,h_swish,52,0.0,"[8, 16, 32]",8,1,3,batch_norm,add,nearest_neighbor,False,False,False,False,64,2,0.001,1e-06,data/Acdc,0.001,10,100,256,0.001,,44,False,False,0.0001
2026_06_28_17_59_50,2026-06-28,MmWhsMr,84464,0.5939,0.0552,Using addition instead of concatenation in skip connections reduces parameters without losing much in dice.,baseline vs skip connection add,,h_swish,52,0.0,"[8, 16, 32]",8,1,3,batch_norm,add,nearest_neighbor,False,False,False,False,64,2,0.001,1e-06,data/MmWhsMr,0.001,10,100,256,0.001,,44,False,False,0.0001
2026_06_28_19_20_12,2026-06-28,CellNuclei,16557,0.835,0.0199,Using depth-wise separable convolution reduces parameters without losing much in dice.,baseline vs depth-wise separable convolution,,h_swish,52,0.0,"[8, 16, 32]",8,3,3,batch_norm,concat,nearest_neighbor,False,True,False,False,64,2,0.001,1e-06,data/CellNuclei,0.001,10,100,256,0.001,,44,True,False,0.0001
2026_06_28_19_29_56,2026-06-28,Isic2016,16557,0.8714,0.0113,Using depth-wise separable convolution reduces parameters without losing much in dice.,baseline vs depth-wise separable convolution,,h_swish,52,0.0,"[8, 16, 32]",8,3,3,batch_norm,concat,nearest_neighbor,False,True,False,False,64,2,0.001,1e-06,data/Isic2016,0.001,10,100,256,0.001,,44,True,False,0.0001
2026_06_28_19_22_06,2026-06-28,Chaos,16449,0.6796,0.1445,Using depth-wise separable convolution reduces parameters without losing much in dice.,baseline vs depth-wise separable convolution,,h_swish,52,0.0,"[8, 16, 32]",8,1,3,batch_norm,concat,nearest_neighbor,False,True,False,False,64,2,0.001,1e-06,data/Chaos,0.001,10,100,256,0.001,,44,False,False,0.0001
2026_06_28_19_23_10,2026-06-28,EMSegmentation,16413,0.8653,0.0074,Using depth-wise separable convolution reduces parameters without losing much in dice.,baseline vs depth-wise separable convolution,,h_swish,52,0.0,"[8, 16, 32]",8,1,3,batch_norm,concat,nearest_neighbor,False,True,False,False,64,2,0.001,1e-06,data/EMSegmentation,0.001,10,100,256,0.001,,44,False,False,0.0001
2026_06_28_19_38_55,2026-06-28,Yeaz,96497,0.9146,0.0085,No hypothesis -  Reproduce check run 2.,"baseline, [8,16,32]/52, standard conv, ~96.5K params",,h_swish,52,0.0,"[8, 16, 32]",8,1,3,batch_norm,concat,nearest_neighbor,False,False,False,False,64,2,0.001,1e-06,data/Yeaz,0.001,10,100,256,0.001,,44,False,False,0.0001
2026_06_28_19_17_56,2026-06-28,Acdc,16440,0.8046,0.0078,Using depth-wise separable convolution reduces parameters without losing much in dice.,baseline vs depth-wise separable convolution,,h_swish,52,0.0,"[8, 16, 32]",8,1,3,batch_norm,concat,nearest_neighbor,False,True,False,False,64,2,0.001,1e-06,data/Acdc,0.001,10,100,256,0.001,,44,False,False,0.0001
2026_06_28_19_25_07,2026-06-28,FHPsAOP,16431,0.9499,0.0045,Using depth-wise separable convolution reduces parameters without losing much in dice.,baseline vs depth-wise separable convolution,,h_swish,52,0.0,"[8, 16, 32]",8,1,3,batch_norm,concat,nearest_neighbor,False,True,False,False,64,2,0.001,1e-06,data/FHPsAOP,0.001,10,100,256,0.001,,44,False,False,0.0001
2026_06_28_19_38_27,2026-06-28,Wbc,16575,0.9354,0.0033,Using depth-wise separable convolution reduces parameters without losing much in dice.,baseline vs depth-wise separable convolution,,h_swish,52,0.0,"[8, 16, 32]",8,3,3,batch_norm,concat,nearest_neighbor,False,True,False,False,64,2,0.001,1e-06,data/Wbc,0.001,10,100,256,0.001,,44,True,False,0.0001
2026_06_28_19_35_48,2026-06-28,Nuset,16413,0.9406,0.0014,Using depth-wise separable convolution reduces parameters without losing much in dice.,baseline vs depth-wise separable convolution,,h_swish,52,0.0,"[8, 16, 32]",8,1,3,batch_norm,concat,nearest_neighbor,False,True,False,False,64,2,0.001,1e-06,data/Nuset,0.001,10,100,256,0.001,,44,False,False,0.0001
2026_06_28_19_36_47,2026-06-28,USforKidney,16413,0.9243,0.0306,Using depth-wise separable convolution reduces parameters without losing much in dice.,baseline vs depth-wise separable convolution,,h_swish,52,0.0,"[8, 16, 32]",8,1,3,batch_norm,concat,nearest_neighbor,False,True,False,False,64,2,0.001,1e-06,data/USforKidney,0.001,10,100,256,0.001,,44,False,False,0.0001
2026_06_28_19_31_41,2026-06-28,MmWhsMr,16476,0.5836,0.0654,Using depth-wise separable convolution reduces parameters without losing much in dice.,baseline vs depth-wise separable convolution,,h_swish,52,0.0,"[8, 16, 32]",8,1,3,batch_norm,concat,nearest_neighbor,False,True,False,False,64,2,0.001,1e-06,data/MmWhsMr,0.001,10,100,256,0.001,,44,False,False,0.0001
2026_06_28_22_36_06,2026-06-28,Yeaz,84401,0.9148,0.0062,Using addition instead of concatenation in skip connections reduces parameters without losing much in dice.,baseline vs skip connection add,,h_swish,52,0.0,"[8, 16, 32]",8,1,3,batch_norm,add,nearest_neighbor,False,False,False,False,64,2,0.001,1e-06,data/Yeaz,0.001,10,100,256,0.001,,44,False,False,0.0001
2026_06_28_23_51_17,2026-06-28,Yeaz,16413,0.8968,0.0228,Using depth-wise separable convolution reduces parameters without losing much in dice.,baseline vs depth-wise separable convolution,,h_swish,52,0.0,"[8, 16, 32]",8,1,3,batch_norm,concat,nearest_neighbor,False,True,False,False,64,2,0.001,1e-06,data/Yeaz,0.001,10,100,256,0.001,,44,False,False,0.0001
2026_06_29_00_26_21,2026-06-29,Acdc,86972,0.8595,0.0053,Using attention gates help in improving the dice.,baseline vs skip connection add + attention,,h_swish,52,0.0,"[8, 16, 32]",8,1,3,batch_norm,add,nearest_neighbor,True,False,False,False,64,2,0.001,1e-06,data/Acdc,0.001,10,100,256,0.001,,44,False,False,0.0001
2026_06_29_00_52_26,2026-06-29,CellNuclei,87089,0.8261,0.0713,Using attention gates help in improving the dice.,baseline vs skip connection add + attention,,h_swish,52,0.0,"[8, 16, 32]",8,3,3,batch_norm,add,nearest_neighbor,True,False,False,False,64,2,0.001,1e-06,data/CellNuclei,0.001,10,100,256,0.001,,44,True,False,0.0001
2026_06_29_01_05_12,2026-06-29,Chaos,86981,0.8521,0.0055,Using attention gates help in improving the dice.,baseline vs skip connection add + attention,,h_swish,52,0.0,"[8, 16, 32]",8,1,3,batch_norm,add,nearest_neighbor,True,False,False,False,64,2,0.001,1e-06,data/Chaos,0.001,10,100,256,0.001,,44,False,False,0.0001
2026_06_29_01_30_32,2026-06-29,EMSegmentation,86945,0.9144,0.0041,Using attention gates help in improving the dice.,baseline vs skip connection add + attention,,h_swish,52,0.0,"[8, 16, 32]",8,1,3,batch_norm,add,nearest_neighbor,True,False,False,False,64,2,0.001,1e-06,data/EMSegmentation,0.001,10,100,256,0.001,,44,False,False,0.0001
2026_06_29_01_51_58,2026-06-29,Isic2016,87089,0.8619,0.0092,Using attention gates help in improving the dice.,baseline vs skip connection add + attention,,h_swish,52,0.0,"[8, 16, 32]",8,3,3,batch_norm,add,nearest_neighbor,True,False,False,False,64,2,0.001,1e-06,data/Isic2016,0.001,10,100,256,0.001,,44,True,False,0.0001
2026_06_29_02_02_28,2026-06-29,Nuset,86945,0.9462,0.0007,Using attention gates help in improving the dice.,baseline vs skip connection add + attention,,h_swish,52,0.0,"[8, 16, 32]",8,1,3,batch_norm,add,nearest_neighbor,True,False,False,False,64,2,0.001,1e-06,data/Nuset,0.001,10,100,256,0.001,,44,False,False,0.0001
2026_06_29_02_25_02,2026-06-29,Wbc,87107,0.9339,0.0118,Using attention gates help in improving the dice.,baseline vs skip connection add + attention,,h_swish,52,0.0,"[8, 16, 32]",8,3,3,batch_norm,add,nearest_neighbor,True,False,False,False,64,2,0.001,1e-06,data/Wbc,0.001,10,100,256,0.001,,44,True,False,0.0001
2026_06_29_02_25_43,2026-06-29,Yeaz,86945,0.9151,0.0072,Using attention gates help in improving the dice.,baseline vs skip connection add + attention,,h_swish,52,0.0,"[8, 16, 32]",8,1,3,batch_norm,add,nearest_neighbor,True,False,False,False,64,2,0.001,1e-06,data/Yeaz,0.001,10,100,256,0.001,,44,False,False,0.0001
2026_06_29_02_06_13,2026-06-29,USforKidney,86945,0.9538,0.002,Using attention gates help in improving the dice.,baseline vs skip connection add + attention,,h_swish,52,0.0,"[8, 16, 32]",8,1,3,batch_norm,add,nearest_neighbor,True,False,False,False,64,2,0.001,1e-06,data/USforKidney,0.001,10,100,256,0.001,,44,False,False,0.0001
2026_06_29_01_57_42,2026-06-29,MmWhsMr,87008,0.664,0.0392,Using attention gates help in improving the dice.,baseline vs skip connection add + attention,,h_swish,52,0.0,"[8, 16, 32]",8,1,3,batch_norm,add,nearest_neighbor,True,False,False,False,64,2,0.001,1e-06,data/MmWhsMr,0.001,10,100,256,0.001,,44,False,False,0.0001
2026_06_29_02_31_52,2026-06-29,Btcv,16530,0.6139,0.0086,Using depth-wise separable convolution reduces parameters without losing much in dice.,baseline vs depth-wise separable convolution,,h_swish,52,0.0,"[8, 16, 32]",8,1,3,batch_norm,concat,nearest_neighbor,False,True,False,False,64,2,0.001,1e-06,data/Btcv,0.001,10,100,256,0.001,,44,False,False,0.0001
2026_06_29_02_39_57,2026-06-29,Btcv,87062,0.6431,0.0889,Using attention gates help in improving the dice.,baseline vs skip connection add + attention,,h_swish,52,0.0,"[8, 16, 32]",8,1,3,batch_norm,add,nearest_neighbor,True,False,False,False,64,2,0.001,1e-06,data/Btcv,0.001,10,100,256,0.001,,44,False,False,0.0001
2026_06_29_02_28_20,2026-06-29,Btcv,96614,0.7155,0.0913,No hypothesis -  Reproduce check run 2.,"baseline, [8,16,32]/52, standard conv, ~96.5K params",,h_swish,52,0.0,"[8, 16, 32]",8,1,3,batch_norm,concat,nearest_neighbor,False,False,False,False,64,2,0.001,1e-06,data/Btcv,0.001,10,100,256,0.001,,44,False,False,0.0001
2026_06_29_02_30_19,2026-06-29,Btcv,84518,0.692,0.0727,Using addition instead of concatenation in skip connections reduces parameters without losing much in dice.,baseline vs skip connection add,,h_swish,52,0.0,"[8, 16, 32]",8,1,3,batch_norm,add,nearest_neighbor,False,False,False,False,64,2,0.001,1e-06,data/Btcv,0.001,10,100,256,0.001,,44,False,False,0.0001
